Domain,Timestamp,Response Status,Response Time,RCODE,TTL,Addresses,Error
google.com,1695129188.489,1,103.055,,,[],
google.com,1695129190.347,1,110.171,,,[],
google.com,1695129191.837,1,62.892,,,[],
google.com,1695129199.208,1,83.618,,,[],
google.com,1695129203.673,1,69.520,,,[],
google.com,1695129205.157,1,68.893,,,[],
google.com,1695129206.716,1,78.087,,,[],
google.com,1695129208.175,1,84.000,,,[],
google.com,1695129212.559,1,82.740,,,[],
google.com,1695129214.096,1,95.926,,,[],
google.com,1695129224.494,1,72.378,,,[],
google.com,1695129225.951,1,77.910,,,[],
google.com,1695129233.331,1,52.656,,,[],
google.com,1695129234.717,-1,3036.909,,,[],could not convert string to float: ''
google.com,1695129242.162,1,76.736,,,[],
google.com,1695129246.554,1,53.443,,,[],
google.com,1695129247.942,1,85.181,,,[],
google.com,1695129252.314,1,61.806,,,[],
google.com,1695129256.725,1,54.391,,,[],
google.com,1695129261.206,1,82.244,,,[],
google.com,1695129265.718,1,82.119,,,[],
google.com,1695129270.035,1,106.280,,,[],
google.com,1695129274.466,1,73.360,,,[],
google.com,1695129278.799,1,72.921,,,[],
google.com,1695129280.321,1,53.407,,,[],
google.com,1695129287.663,-1,3041.051,,,[],could not convert string to float: ''
google.com,1695129295.018,1,89.251,,,[],
google.com,1695129296.665,1,80.593,,,[],
google.com,1695129298.180,1,55.162,,,[],
google.com,1695129299.591,1,73.666,,,[],
google.com,1695129303.951,1,70.807,,,[],
google.com,1695129311.544,1,85.409,,,[],
google.com,1695129316.092,1,81.509,,,[],
google.com,1695129323.538,1,113.185,,,[],
google.com,1695129328.163,-1,3083.021,,,[],could not convert string to float: ''
google.com,1695129335.623,1,70.136,,,[],
google.com,1695129340.177,-1,3033.151,,,[],could not convert string to float: ''
google.com,1695129347.699,-1,3066.876,,,[],could not convert string to float: ''
google.com,1695129360.910,1,86.279,,,[],
google.com,1695129368.315,1,83.409,,,[],
google.com,1695129369.685,1,64.308,,,[],
google.com,1695129371.330,1,106.536,,,[],
google.com,1695129375.945,1,51.477,,,[],
google.com,1695129380.594,1,50.499,,,[],
google.com,1695129382.108,1,72.006,,,[],
google.com,1695129389.466,1,86.632,,,[],
google.com,1695129390.999,1,70.067,,,[],
google.com,1695129401.314,1,59.134,,,[],
google.com,1695129402.927,1,70.281,,,[],
google.com,1695129404.466,1,86.418,,,[],
google.com,1695129405.932,1,61.230,,,[],
